belief state[non-destination destination-city],action[0-Moving/1-unloading],alpha-vector[non-destination destination-city],observation(0-non-destination/1-destination-city
[0.30627313 0.69372687],0,[0.95 0.  ],0
[0.15185108 0.84814892],0,[0.95 0.  ],0
[0.0803547 0.9196453],1,[-9.5   0.95],None
[0.09270319 0.90729681],0,[0.95 0.  ],0
[0.05035344 0.94964656],1,[-9.5   0.95],None
[0.90902034 0.09097966],0,[0.95 0.  ],0
[0.36168241 0.63831759],0,[0.95 0.  ],1
[0.00657858 0.99342142],1,[-9.5   0.95],None
[0.3807056 0.6192944],0,[0.95 0.  ],1
[0.00693579 0.99306421],1,[-9.5   0.95],None
[0.18886534 0.81113466],0,[0.95 0.  ],1
[0.00338558 0.99661442],1,[-9.5   0.95],None
[0.9887144 0.0112856],0,[0.95 0.  ],0
[0.38337996 0.61662004],0,[0.95 0.  ],0
[0.18427914 0.81572086],0,[0.95 0.  ],0
[0.09615575 0.90384425],0,[0.95 0.  ],0
[0.05214823 0.94785177],1,[-9.5   0.95],None
[0.1269328 0.8730672],0,[0.95 0.  ],1
[0.00226365 0.99773635],1,[-9.5   0.95],None
[0.82868951 0.17131049],0,[0.95 0.  ],0
[0.3386337 0.6613663],0,[0.95 0.  ],1
[0.00614732 0.99385268],1,[-9.5   0.95],None
[0.1305639 0.8694361],0,[0.95 0.  ],0
[0.06973714 0.93026286],1,[-9.5   0.95],None
[0.86007691 0.13992309],0,[0.95 0.  ],1
[0.01633482 0.98366518],1,[-9.5   0.95],None
[0.11938804 0.88061196],0,[0.95 0.  ],0
[0.06408288 0.93591712],1,[-9.5   0.95],None
[0.00299662 0.99700338],1,[-9.5   0.95],None
[0.08342976 0.91657024],0,[0.95 0.  ],0
[0.04550517 0.95449483],1,[-9.5   0.95],None
[0.31504651 0.68495349],0,[0.95 0.  ],0
[0.1556434 0.8443566],0,[0.95 0.  ],1
[0.00278231 0.99721769],1,[-9.5   0.95],None
[0.90051992 0.09948008],0,[0.95 0.  ],0
[0.35930102 0.64069898],0,[0.95 0.  ],1
[0.00653394 0.99346606],1,[-9.5   0.95],None
[0.64119581 0.35880419],0,[0.95 0.  ],0
[0.27966239 0.72033761],0,[0.95 0.  ],1
[0.00505156 0.99494844],1,[-9.5   0.95],None
[0.74925621 0.25074379],0,[0.95 0.  ],0
[0.31458349 0.68541651],0,[0.95 0.  ],1
[0.00569912 0.99430088],1,[-9.5   0.95],None
[0.64663484 0.35336516],0,[0.95 0.  ],0
[0.28148475 0.71851525],0,[0.95 0.  ],1
[0.00508526 0.99491474],1,[-9.5   0.95],None
[0.95939693 0.04060307],0,[0.95 0.  ],0
[0.37552759 0.62447241],0,[0.95 0.  ],1
[0.00683844 0.99316156],1,[-9.5   0.95],None
[0.37223981 0.62776019],0,[0.95 0.  ],0
[0.17971692 0.82028308],0,[0.95 0.  ],1
[0.00321912 0.99678088],1,[-9.5   0.95],None
[0.33537108 0.66462892],0,[0.95 0.  ],0
[0.16432559 0.83567441],0,[0.95 0.  ],1
[0.00293964 0.99706036],1,[-9.5   0.95],None
[0.19357798 0.80642202],0,[0.95 0.  ],1
[0.00347142 0.99652858],1,[-9.5   0.95],None
[0.02372113 0.97627887],1,[-9.5   0.95],None
[0.4205039 0.5794961],0,[0.95 0.  ],0
[0.19919624 0.80080376],0,[0.95 0.  ],1
[0.00357385 0.99642615],1,[-9.5   0.95],None
[0.65024811 0.34975189],0,[0.95 0.  ],0
[0.28269146 0.71730854],0,[0.95 0.  ],1
[0.00510758 0.99489242],1,[-9.5   0.95],None
[0.49347066 0.50652934],0,[0.95 0.  ],0
[0.2272913 0.7727087],0,[0.95 0.  ],1
[0.00408753 0.99591247],1,[-9.5   0.95],None
[0.88908886 0.11091114],0,[0.95 0.  ],0
[0.35607755 0.64392245],0,[0.95 0.  ],0
[0.17302568 0.82697432],0,[0.95 0.  ],0
[0.09072247 0.90927753],0,[0.95 0.  ],0
[0.04932128 0.95067872],1,[-9.5   0.95],None
[0.65007808 0.34992192],0,[0.95 0.  ],0
[0.28263474 0.71736526],0,[0.95 0.  ],1
[0.00510653 0.99489347],1,[-9.5   0.95],None
[0.27902391 0.72097609],0,[0.95 0.  ],0
[0.13989735 0.86010265],0,[0.95 0.  ],1
[0.00249755 0.99750245],1,[-9.5   0.95],None
[0.38097853 0.61902147],0,[0.95 0.  ],0
[0.18329909 0.81670091],0,[0.95 0.  ],1
[0.00328427 0.99671573],1,[-9.5   0.95],None
[0.6922861 0.3077139],0,[0.95 0.  ],0
[0.29650464 0.70349536],0,[0.95 0.  ],1
[0.0053634 0.9946366],1,[-9.5   0.95],None
[0.52715399 0.47284601],0,[0.95 0.  ],0
[0.23974265 0.76025735],0,[0.95 0.  ],1
[0.00431597 0.99568403],1,[-9.5   0.95],None
[0.94999491 0.05000509],0,[0.95 0.  ],0
[0.37297783 0.62702217],0,[0.95 0.  ],1
[0.00679054 0.99320946],1,[-9.5   0.95],None
[0.95520285 0.04479715],0,[0.95 0.  ],0
[0.3743921 0.6256079],0,[0.95 0.  ],1
[0.00681711 0.99318289],1,[-9.5   0.95],None
[0.51736304 0.48263696],0,[0.95 0.  ],0
[0.23615585 0.76384415],0,[0.95 0.  ],0
[0.12053767 0.87946233],0,[0.95 0.  ],0
[0.06466709 0.93533291],1,[-9.5   0.95],None
[0.78296439 0.21703561],0,[0.95 0.  ],0
[0.32494889 0.67505111],0,[0.95 0.  ],1
[0.00589207 0.99410793],1,[-9.5   0.95],None
[0.11265993 0.88734007],0,[0.95 0.  ],0
[0.06065188 0.93934812],1,[-9.5   0.95],None
[0.12529472 0.87470528],0,[0.95 0.  ],0
[0.06707822 0.93292178],1,[-9.5   0.95],None
[0.90240511 0.09759489],0,[0.95 0.  ],0
[0.3598303 0.6401697],0,[0.95 0.  ],1
[0.00654386 0.99345614],1,[-9.5   0.95],None
[0.58589777 0.41410223],0,[0.95 0.  ],1
[0.01086354 0.98913646],1,[-9.5   0.95],None
[0.73933084 0.26066916],0,[0.95 0.  ],0
[0.31148519 0.68851481],0,[0.95 0.  ],1
[0.00564151 0.99435849],1,[-9.5   0.95],None
[0.99099971 0.00900029],0,[0.95 0.  ],0
[0.38398588 0.61601412],0,[0.95 0.  ],1
[0.0069975 0.9930025],1,[-9.5   0.95],None
[0.06649527 0.93350473],1,[-9.5   0.95],None
[0.135561 0.864439],0,[0.95 0.  ],0
[0.0722474 0.9277526],1,[-9.5   0.95],None
[0.50829485 0.49170515],0,[0.95 0.  ],0
[0.23281018 0.76718982],0,[0.95 0.  ],1
[0.00418872 0.99581128],1,[-9.5   0.95],None
[0.32212764 0.67787236],0,[0.95 0.  ],0
[0.15868455 0.84131545],0,[0.95 0.  ],0
[0.08372144 0.91627856],0,[0.95 0.  ],0
[0.04565828 0.95434172],1,[-9.5   0.95],None
[0.31753255 0.68246745],0,[0.95 0.  ],0
[0.15671308 0.84328692],0,[0.95 0.  ],1
[0.00280168 0.99719832],1,[-9.5   0.95],None
[0.7383375 0.2616625],0,[0.95 0.  ],0
[0.31117394 0.68882606],0,[0.95 0.  ],1
[0.00563573 0.99436427],1,[-9.5   0.95],None
[0.05462013 0.94537987],1,[-9.5   0.95],None
[0.43491454 0.56508546],0,[0.95 0.  ],0
[0.20487094 0.79512906],0,[0.95 0.  ],1
[0.00367741 0.99632259],1,[-9.5   0.95],None
[0.01333786 0.98666214],1,[-9.5   0.95],None
[0.47478846 0.52521154],0,[0.95 0.  ],0
[0.2202471 0.7797529],0,[0.95 0.  ],1
[0.00395851 0.99604149],1,[-9.5   0.95],None
[0.85889714 0.14110286],0,[0.95 0.  ],0
[0.34744567 0.65255433],0,[0.95 0.  ],1
[0.006312 0.993688],1,[-9.5   0.95],None
[0.59539615 0.40460385],0,[0.95 0.  ],0
[0.26403001 0.73596999],0,[0.95 0.  ],1
[0.00476292 0.99523708],1,[-9.5   0.95],None
[0.19998282 0.80001718],0,[0.95 0.  ],0
[0.10365039 0.89634961],0,[0.95 0.  ],1
[0.00184487 0.99815513],1,[-9.5   0.95],None
[0.4260471 0.5739529],0,[0.95 0.  ],1
[0.00779187 0.99220813],1,[-9.5   0.95],None
[0.10451584 0.89548416],0,[0.95 0.  ],0
[0.05647131 0.94352869],1,[-9.5   0.95],None
[0.79080657 0.20919343],0,[0.95 0.  ],0
[0.32732624 0.67267376],0,[0.95 0.  ],0
[0.1609061 0.8390939],0,[0.95 0.  ],0
[0.08481166 0.91518834],0,[0.95 0.  ],0
[0.0462302 0.9537698],1,[-9.5   0.95],None
[0.77877404 0.22122596],0,[0.95 0.  ],0
[0.32367336 0.67632664],0,[0.95 0.  ],1
[0.00586831 0.99413169],1,[-9.5   0.95],None
[0.3682151 0.6317849],0,[0.95 0.  ],0
[0.17805873 0.82194127],0,[0.95 0.  ],0
[0.09315899 0.90684101],0,[0.95 0.  ],1
[0.00165669 0.99834331],1,[-9.5   0.95],None
[0.35590825 0.64409175],0,[0.95 0.  ],0
[0.17295513 0.82704487],0,[0.95 0.  ],1
[0.00309625 0.99690375],1,[-9.5   0.95],None
[0.81830875 0.18169125],0,[0.95 0.  ],0
[0.33556398 0.66443602],0,[0.95 0.  ],0
[0.16440731 0.83559269],0,[0.95 0.  ],1
[0.00294113 0.99705887],1,[-9.5   0.95],None
[0.87186561 0.12813439],0,[0.95 0.  ],0
[0.35117457 0.64882543],0,[0.95 0.  ],1
[0.00638176 0.99361824],1,[-9.5   0.95],None
[0.62141202 0.37858798],0,[0.95 0.  ],0
[0.27297332 0.72702668],0,[0.95 0.  ],1
[0.00492796 0.99507204],1,[-9.5   0.95],None
[0.49932013 0.50067987],0,[0.95 0.  ],0
[0.22947639 0.77052361],0,[0.95 0.  ],1
[0.00412759 0.99587241],1,[-9.5   0.95],None
[0.19097666 0.80902334],0,[0.95 0.  ],1
[0.00342403 0.99657597],1,[-9.5   0.95],None
[0.64034511 0.35965489],0,[0.95 0.  ],0
[0.27937672 0.72062328],0,[0.95 0.  ],1
[0.00504628 0.99495372],1,[-9.5   0.95],None
[0.38256668 0.61743332],0,[0.95 0.  ],0
[0.18394744 0.81605256],0,[0.95 0.  ],1
[0.00329606 0.99670394],1,[-9.5   0.95],None
[0.3095914 0.6904086],0,[0.95 0.  ],0
[0.1532886 0.8467114],0,[0.95 0.  ],1
[0.00273968 0.99726032],1,[-9.5   0.95],None
[0.45493998 0.54506002],0,[0.95 0.  ],1
[0.00834085 0.99165915],1,[-9.5   0.95],None
[0.73950099 0.26049901],0,[0.95 0.  ],1
[0.0138963 0.9861037],1,[-9.5   0.95],None
[0.80402497 0.19597503],0,[0.95 0.  ],0
[0.33130475 0.66869525],0,[0.95 0.  ],1
[0.00601055 0.99398945],1,[-9.5   0.95],None
[0.18554358 0.81445642],0,[0.95 0.  ],0
[0.09676295 0.90323705],0,[0.95 0.  ],1
[0.0017213 0.9982787],1,[-9.5   0.95],None
[0.96447321 0.03552679],0,[0.95 0.  ],0
[0.37689782 0.62310218],0,[0.95 0.  ],1
[0.00686419 0.99313581],1,[-9.5   0.95],None
[0.68241686 0.31758314],0,[0.95 0.  ],0
[0.29329865 0.70670135],0,[0.95 0.  ],1
[0.00530397 0.99469603],1,[-9.5   0.95],None
[0.87342457 0.12657543],0,[0.95 0.  ],0
[0.35162066 0.64837934],0,[0.95 0.  ],1
[0.00639011 0.99360989],1,[-9.5   0.95],None
[0.97595612 0.02404388],0,[0.95 0.  ],0
[0.37998093 0.62001907],0,[0.95 0.  ],1
[0.00692216 0.99307784],1,[-9.5   0.95],None
[0.85477756 0.14522244],0,[0.95 0.  ],1
[0.01622655 0.98377345],1,[-9.5   0.95],None
[0.65367982 0.34632018],0,[0.95 0.  ],0
[0.28383464 0.71616536],0,[0.95 0.  ],1
[0.00512873 0.99487127],1,[-9.5   0.95],None
[0.46077404 0.53922596],0,[0.95 0.  ],0
[0.21489654 0.78510346],0,[0.95 0.  ],1
[0.00386061 0.99613939],1,[-9.5   0.95],None
[0.87815993 0.12184007],0,[0.95 0.  ],1
[0.01670503 0.98329497],1,[-9.5   0.95],None
[0.01397699 0.98602301],1,[-9.5   0.95],None
[0.69735057 0.30264943],0,[0.95 0.  ],0
[0.29814116 0.70185884],0,[0.95 0.  ],1
[0.00539375 0.99460625],1,[-9.5   0.95],None
[0.85354372 0.14645628],0,[0.95 0.  ],0
[0.34589696 0.65410304],0,[0.95 0.  ],1
[0.00628304 0.99371696],1,[-9.5   0.95],None
[0.65952308 0.34047692],0,[0.95 0.  ],0
[0.28577473 0.71422527],0,[0.95 0.  ],0
[0.14288381 0.85711619],0,[0.95 0.  ],0
[0.07590614 0.92409386],1,[-9.5   0.95],None
[0.71574123 0.28425877],0,[0.95 0.  ],0
[0.30403514 0.69596486],0,[0.95 0.  ],1
[0.00550311 0.99449689],1,[-9.5   0.95],None
[0.60252311 0.39747689],0,[0.95 0.  ],0
[0.26649686 0.73350314],0,[0.95 0.  ],1
[0.00480842 0.99519158],1,[-9.5   0.95],None
[0.15422285 0.84577715],0,[0.95 0.  ],0
[0.0815255 0.9184745],1,[-9.5   0.95],None
[0.38468097 0.61531903],0,[0.95 0.  ],0
[0.18480932 0.81519068],0,[0.95 0.  ],1
[0.00331174 0.99668826],1,[-9.5   0.95],None
[0.4125854 0.5874146],0,[0.95 0.  ],0
[0.1960508 0.8039492],0,[0.95 0.  ],0
[0.10178327 0.89821673],0,[0.95 0.  ],0
[0.05506181 0.94493819],1,[-9.5   0.95],None
[0.03402708 0.96597292],1,[-9.5   0.95],None
[0.57068608 0.42931392],0,[0.95 0.  ],0
[0.25537679 0.74462321],0,[0.95 0.  ],1
[0.00460346 0.99539654],1,[-9.5   0.95],None
[0.72582208 0.27417792],0,[0.95 0.  ],0
[0.30723386 0.69276614],0,[0.95 0.  ],1
[0.00556251 0.99443749],1,[-9.5   0.95],None
[0.42039757 0.57960243],0,[0.95 0.  ],0
[0.19915413 0.80084587],0,[0.95 0.  ],1
[0.00357309 0.99642691],1,[-9.5   0.95],None
[0.31503839 0.68496161],0,[0.95 0.  ],0
[0.1556399 0.8443601],0,[0.95 0.  ],1
[0.00278225 0.99721775],1,[-9.5   0.95],None
[0.4089349 0.5910651],0,[0.95 0.  ],0
[0.19459415 0.80540585],0,[0.95 0.  ],1
[0.00348994 0.99651006],1,[-9.5   0.95],None
[0.45392055 0.54607945],0,[0.95 0.  ],0
[0.21225892 0.78774108],0,[0.95 0.  ],1
[0.00381239 0.99618761],1,[-9.5   0.95],None
[0.27194644 0.72805356],0,[0.95 0.  ],0
[0.13674846 0.86325154],0,[0.95 0.  ],0
[0.0728423 0.9271577],1,[-9.5   0.95],None
[0.42910417 0.57089583],0,[0.95 0.  ],0
[0.20259055 0.79740945],0,[0.95 0.  ],0
[0.10488523 0.89511477],0,[0.95 0.  ],0
[0.05666158 0.94333842],1,[-9.5   0.95],None
[0.22604807 0.77395193],0,[0.95 0.  ],0
[0.1158708 0.8841292],0,[0.95 0.  ],1
[0.00206448 0.99793552],1,[-9.5   0.95],None
[0.19459234 0.80540766],0,[0.95 0.  ],0
[0.10108911 0.89891089],0,[0.95 0.  ],1
[0.0017989 0.9982011],1,[-9.5   0.95],None
[0.97592937 0.02407063],0,[0.95 0.  ],1
[0.01872742 0.98127258],1,[-9.5   0.95],None
[0.82611029 0.17388971],0,[0.95 0.  ],0
[0.337873 0.662127],0,[0.95 0.  ],1
[0.00613312 0.99386688],1,[-9.5   0.95],None
[0.58973383 0.41026617],0,[0.95 0.  ],0
[0.26206094 0.73793906],0,[0.95 0.  ],1
[0.00472661 0.99527339],1,[-9.5   0.95],None
[0.73477953 0.26522047],0,[0.95 0.  ],0
[0.31005731 0.68994269],0,[0.95 0.  ],0
[0.15349013 0.84650987],0,[0.95 0.  ],0
[0.08116406 0.91883594],1,[-9.5   0.95],None
[0.69287991 0.30712009],0,[0.95 0.  ],0
[0.29669683 0.70330317],0,[0.95 0.  ],0
[0.14768057 0.85231943],0,[0.95 0.  ],0
[0.07829009 0.92170991],1,[-9.5   0.95],None
[0.79152716 0.20847284],0,[0.95 0.  ],0
[0.32754405 0.67245595],0,[0.95 0.  ],0
[0.16099898 0.83900102],0,[0.95 0.  ],0
[0.08485719 0.91514281],0,[0.95 0.  ],0
[0.04625408 0.95374592],1,[-9.5   0.95],None
[0.25514671 0.74485329],0,[0.95 0.  ],1
[0.00459923 0.99540077],1,[-9.5   0.95],None
[0.12960528 0.87039472],0,[0.95 0.  ],1
[0.00231183 0.99768817],1,[-9.5   0.95],None
[0.21750974 0.78249026],0,[0.95 0.  ],0
[0.11189742 0.88810258],0,[0.95 0.  ],1
[0.00199303 0.99800697],1,[-9.5   0.95],None
[0.65350416 0.34649584],0,[0.95 0.  ],0
[0.28377619 0.71622381],0,[0.95 0.  ],1
[0.00512765 0.99487235],1,[-9.5   0.95],None
[0.92083837 0.07916163],0,[0.95 0.  ],0
[0.36497128 0.63502872],0,[0.95 0.  ],1
[0.00664025 0.99335975],1,[-9.5   0.95],None
[0.54380381 0.45619619],0,[0.95 0.  ],1
[0.01004646 0.98995354],1,[-9.5   0.95],None
[0.90145641 0.09854359],0,[0.95 0.  ],0
[0.35956403 0.64043597],0,[0.95 0.  ],1
[0.00653887 0.99346113],1,[-9.5   0.95],None
[0.27162857 0.72837143],0,[0.95 0.  ],0
[0.13660661 0.86339339],0,[0.95 0.  ],1
[0.00243813 0.99756187],1,[-9.5   0.95],None
[0.14915167 0.85084833],0,[0.95 0.  ],1
[0.00266482 0.99733518],1,[-9.5   0.95],None
[0.29710753 0.70289247],0,[0.95 0.  ],0
[0.1478601 0.8521399],0,[0.95 0.  ],1
[0.00264146 0.99735854],1,[-9.5   0.95],None
[0.08673917 0.91326083],0,[0.95 0.  ],0
[0.04724 0.95276],1,[-9.5   0.95],None
[0.89177351 0.10822649],0,[0.95 0.  ],0
[0.35683678 0.64316322],0,[0.95 0.  ],1
[0.00648777 0.99351223],1,[-9.5   0.95],None
[0.96665504 0.03334496],0,[0.95 0.  ],0
[0.37748539 0.62251461],0,[0.95 0.  ],0
[0.18187016 0.81812984],0,[0.95 0.  ],0
[0.0949971 0.9050029],0,[0.95 0.  ],0
[0.05154653 0.94845347],1,[-9.5   0.95],None
[0.92494297 0.07505703],0,[0.95 0.  ],1
[0.01766835 0.98233165],1,[-9.5   0.95],None
[0.08596812 0.91403188],0,[0.95 0.  ],1
[0.0015279 0.9984721],1,[-9.5   0.95],None
[0.91334751 0.08665249],0,[0.95 0.  ],0
[0.36288958 0.63711042],0,[0.95 0.  ],1
[0.00660121 0.99339879],1,[-9.5   0.95],None
[0.12997035 0.87002965],0,[0.95 0.  ],0
[0.06943824 0.93056176],1,[-9.5   0.95],None
[0.69605413 0.30394587],0,[0.95 0.  ],0
[0.29772279 0.70227721],0,[0.95 0.  ],1
[0.00538599 0.99461401],1,[-9.5   0.95],None
[0.2475107 0.7524893],0,[0.95 0.  ],1
[0.00445872 0.99554128],1,[-9.5   0.95],None
[0.38471552 0.61528448],0,[0.95 0.  ],0
[0.18482339 0.81517661],0,[0.95 0.  ],1
[0.003312 0.996688],1,[-9.5   0.95],None
[0.92998892 0.07001108],0,[0.95 0.  ],0
[0.36750043 0.63249957],0,[0.95 0.  ],1
[0.0066877 0.9933123],1,[-9.5   0.95],None
[0.14678775 0.85321225],0,[0.95 0.  ],0
[0.07784712 0.92215288],1,[-9.5   0.95],None
[0.76723487 0.23276513],0,[0.95 0.  ],0
[0.32014189 0.67985811],0,[0.95 0.  ],1
[0.00580254 0.99419746],1,[-9.5   0.95],None
[0.534237 0.465763],0,[0.95 0.  ],0
[0.24232108 0.75767892],0,[0.95 0.  ],1
[0.00436333 0.99563667],1,[-9.5   0.95],None
[0.44174108 0.55825892],0,[0.95 0.  ],0
[0.20753705 0.79246295],0,[0.95 0.  ],1
[0.0037261 0.9962739],1,[-9.5   0.95],None
[0.7490452 0.2509548],0,[0.95 0.  ],0
[0.31451784 0.68548216],0,[0.95 0.  ],1
[0.0056979 0.9943021],1,[-9.5   0.95],None
[0.38742984 0.61257016],0,[0.95 0.  ],0
[0.18592773 0.81407227],0,[0.95 0.  ],1
[0.0033321 0.9966679],1,[-9.5   0.95],None
[0.01593725 0.98406275],1,[-9.5   0.95],None
[0.43024196 0.56975804],0,[0.95 0.  ],0
[0.20303791 0.79696209],0,[0.95 0.  ],1
[0.00364395 0.99635605],1,[-9.5   0.95],None
[0.45716999 0.54283001],0,[0.95 0.  ],1
[0.00838333 0.99161667],1,[-9.5   0.95],None
[0.72540406 0.27459594],0,[0.95 0.  ],0
[0.30710166 0.69289834],0,[0.95 0.  ],1
[0.00556006 0.99443994],1,[-9.5   0.95],None
[0.04537702 0.95462298],1,[-9.5   0.95],None
[0.90467484 0.09532516],0,[0.95 0.  ],0
[0.36046668 0.63953332],0,[0.95 0.  ],1
[0.00655579 0.99344421],1,[-9.5   0.95],None
[0.18219421 0.81780579],0,[0.95 0.  ],0
[0.09515309 0.90484691],0,[0.95 0.  ],1
[0.00169243 0.99830757],1,[-9.5   0.95],None
[0.51465248 0.48534752],0,[0.95 0.  ],0
[0.23515819 0.76484181],0,[0.95 0.  ],1
[0.0042318 0.9957682],1,[-9.5   0.95],None
[0.61752602 0.38247398],0,[0.95 0.  ],0
[0.27164817 0.72835183],0,[0.95 0.  ],0
[0.13661535 0.86338465],0,[0.95 0.  ],0
[0.07277564 0.92722436],1,[-9.5   0.95],None
[0.53895876 0.46104124],0,[0.95 0.  ],0
[0.24403238 0.75596762],0,[0.95 0.  ],1
[0.00439477 0.99560523],1,[-9.5   0.95],None
[0.61014661 0.38985339],0,[0.95 0.  ],1
[0.01133694 0.98866306],1,[-9.5   0.95],None
[0.89463363 0.10536637],0,[0.95 0.  ],0
[0.35764416 0.64235584],0,[0.95 0.  ],1
[0.0065029 0.9934971],1,[-9.5   0.95],None
[0.62471493 0.37528507],0,[0.95 0.  ],1
[0.01162232 0.98837768],1,[-9.5   0.95],None
[0.42858587 0.57141413],0,[0.95 0.  ],0
[0.20238664 0.79761336],0,[0.95 0.  ],1
[0.00363206 0.99636794],1,[-9.5   0.95],None
[0.14913478 0.85086522],0,[0.95 0.  ],0
[0.07901085 0.92098915],1,[-9.5   0.95],None
[0.0576091 0.9423909],1,[-9.5   0.95],None
[0.9339925 0.0660075],0,[0.95 0.  ],0
[0.36860227 0.63139773],0,[0.95 0.  ],1
[0.00670838 0.99329162],1,[-9.5   0.95],None
[0.61892338 0.38107662],0,[0.95 0.  ],0
[0.27212511 0.72787489],0,[0.95 0.  ],1
[0.00491229 0.99508771],1,[-9.5   0.95],None
[0.91287932 0.08712068],0,[0.95 0.  ],0
[0.36275914 0.63724086],0,[0.95 0.  ],1
[0.00659877 0.99340123],1,[-9.5   0.95],None
[0.33130536 0.66869464],0,[0.95 0.  ],0
[0.16260022 0.83739978],0,[0.95 0.  ],1
[0.00290836 0.99709164],1,[-9.5   0.95],None
[0.15130608 0.84869392],0,[0.95 0.  ],0
[0.08008533 0.91991467],1,[-9.5   0.95],None
[0.71839066 0.28160934],0,[0.95 0.  ],0
[0.304878 0.695122],0,[0.95 0.  ],1
[0.00551876 0.99448124],1,[-9.5   0.95],None
[0.11627739 0.88372261],0,[0.95 0.  ],0
[0.06249915 0.93750085],1,[-9.5   0.95],None
[0.56678132 0.43321868],0,[0.95 0.  ],0
[0.25399494 0.74600506],0,[0.95 0.  ],1
[0.00457802 0.99542198],1,[-9.5   0.95],None
[0.83854452 0.16145548],0,[0.95 0.  ],0
[0.34152816 0.65847184],0,[0.95 0.  ],0
[0.16692772 0.83307228],0,[0.95 0.  ],0
[0.0877562 0.9122438],0,[0.95 0.  ],0
[0.04777211 0.95222789],1,[-9.5   0.95],None
[0.15611805 0.84388195],0,[0.95 0.  ],0
[0.08245932 0.91754068],1,[-9.5   0.95],None
[0.29669884 0.70330116],0,[0.95 0.  ],0
[0.14768145 0.85231855],0,[0.95 0.  ],1
[0.00263823 0.99736177],1,[-9.5   0.95],None
[0.37651604 0.62348396],0,[0.95 0.  ],0
[0.18147294 0.81852706],0,[0.95 0.  ],1
[0.00325105 0.99674895],1,[-9.5   0.95],None
[0.87537916 0.12462084],0,[0.95 0.  ],0
[0.35217932 0.64782068],0,[0.95 0.  ],1
[0.00640056 0.99359944],1,[-9.5   0.95],None
[0.03609664 0.96390336],1,[-9.5   0.95],None
[0.15944832 0.84055168],0,[0.95 0.  ],0
[0.08409649 0.91590351],0,[0.95 0.  ],0
[0.04585509 0.95414491],1,[-9.5   0.95],None
[0.49889841 0.50110159],0,[0.95 0.  ],0
[0.22931918 0.77068082],0,[0.95 0.  ],0
[0.11738546 0.88261454],0,[0.95 0.  ],0
[0.0630638 0.9369362],1,[-9.5   0.95],None
[0.5161806 0.4838194],0,[0.95 0.  ],0
[0.23572088 0.76427912],0,[0.95 0.  ],1
[0.00424213 0.99575787],1,[-9.5   0.95],None
[0.418621 0.581379],0,[0.95 0.  ],0
[0.19845006 0.80154994],0,[0.95 0.  ],1
[0.00356024 0.99643976],1,[-9.5   0.95],None
[0.48495691 0.51504309],0,[0.95 0.  ],0
[0.22409358 0.77590642],0,[0.95 0.  ],1
[0.00402895 0.99597105],1,[-9.5   0.95],None
[0.70817425 0.29182575],0,[0.95 0.  ],0
[0.30161922 0.69838078],0,[0.95 0.  ],1
[0.00545827 0.99454173],1,[-9.5   0.95],None
[0.5908652 0.4091348],0,[0.95 0.  ],0
[0.26245503 0.73754497],0,[0.95 0.  ],0
[0.13249648 0.86750352],0,[0.95 0.  ],0
[0.07070926 0.92929074],1,[-9.5   0.95],None
[0.87455041 0.12544959],0,[0.95 0.  ],0
[0.35194254 0.64805746],0,[0.95 0.  ],1
[0.00639613 0.99360387],1,[-9.5   0.95],None
[0.81176999 0.18823001],0,[0.95 0.  ],0
[0.33361932 0.66638068],0,[0.95 0.  ],1
[0.00605372 0.99394628],1,[-9.5   0.95],None
[0.25023571 0.74976429],0,[0.95 0.  ],0
[0.12697278 0.87302722],0,[0.95 0.  ],1
[0.00226437 0.99773563],1,[-9.5   0.95],None
[0.62714191 0.37285809],0,[0.95 0.  ],0
[0.27492048 0.72507952],0,[0.95 0.  ],1
[0.00496392 0.99503608],1,[-9.5   0.95],None
[0.80739043 0.19260957],0,[0.95 0.  ],0
[0.332312 0.667688],0,[0.95 0.  ],0
[0.16302793 0.83697207],0,[0.95 0.  ],0
[0.08585098 0.91414902],0,[0.95 0.  ],0
[0.04677491 0.95322509],1,[-9.5   0.95],None
[0.03444877 0.96555123],1,[-9.5   0.95],None
[0.72144712 0.27855288],0,[0.95 0.  ],0
[0.30584842 0.69415158],0,[0.95 0.  ],1
[0.00553678 0.99446322],1,[-9.5   0.95],None
[0.49502523 0.50497477],0,[0.95 0.  ],0
[0.22787296 0.77212704],0,[0.95 0.  ],1
[0.00409819 0.99590181],1,[-9.5   0.95],None
[0.74220436 0.25779564],0,[0.95 0.  ],0
[0.31238438 0.68761562],0,[0.95 0.  ],1
[0.00565823 0.99434177],1,[-9.5   0.95],None
[0.73722404 0.26277596],0,[0.95 0.  ],0
[0.31082479 0.68917521],0,[0.95 0.  ],1
[0.00562924 0.99437076],1,[-9.5   0.95],None
[0.82489114 0.17510886],0,[0.95 0.  ],0
[0.33751297 0.66248703],0,[0.95 0.  ],1
[0.0061264 0.9938736],1,[-9.5   0.95],None
[0.81049547 0.18950453],0,[0.95 0.  ],0
[0.33323927 0.66676073],0,[0.95 0.  ],1
[0.00604663 0.99395337],1,[-9.5   0.95],None
[0.26968311 0.73031689],0,[0.95 0.  ],0
[0.13573757 0.86426243],0,[0.95 0.  ],1
[0.00242245 0.99757755],1,[-9.5   0.95],None
[0.66326171 0.33673829],0,[0.95 0.  ],0
